"Year","LAD11CD","City","Major","Value"
2013,"E09000025","Newham","Drugs",123
2013,"E09000025","Newham","Fraud or Forgery",0
2013,"E09000025","Newham","Other Notifiable Offences",29
2013,"E09000025","Newham","Robbery",160
2013,"E09000025","Newham","Sexual Offences",0
2013,"E09000025","Newham","Theft and Handling",1090
2013,"E09000025","Newham","Violence Against the Person",493
2013,"E09000026","Redbridge","Burglary",226
2013,"E09000026","Redbridge","Criminal Damage",130
2013,"E09000026","Redbridge","Drugs",152
2013,"E09000026","Redbridge","Fraud or Forgery",0
2013,"E09000026","Redbridge","Other Notifiable Offences",24
2013,"E09000026","Redbridge","Robbery",57
2013,"E09000026","Redbridge","Sexual Offences",0
2013,"E09000026","Redbridge","Theft and Handling",580
2013,"E09000026","Redbridge","Violence Against the Person",317
2013,"E09000027","Richmond upon Thames","Burglary",168
2013,"E09000027","Richmond upon Thames","Criminal Damage",101
2013,"E09000027","Richmond upon Thames","Drugs",44
2013,"E09000027","Richmond upon Thames","Fraud or Forgery",0
2013,"E09000027","Richmond upon Thames","Other Notifiable Offences",10
2013,"E09000027","Richmond upon Thames","Robbery",30
2013,"E09000027","Richmond upon Thames","Sexual Offences",0
2013,"E09000027","Richmond upon Thames","Theft and Handling",361
2013,"E09000027","Richmond upon Thames","Violence Against the Person",145
2013,"E09000028","Southwark","Burglary",272
2013,"E09000028","Southwark","Criminal Damage",169
2013,"E09000028","Southwark","Drugs",244
2013,"E09000028","Southwark","Fraud or Forgery",0
2013,"E09000028","Southwark","Other Notifiable Offences",40
2013,"E09000028","Southwark","Robbery",186
2013,"E09000028","Southwark","Sexual Offences",0
2013,"E09000028","Southwark","Theft and Handling",1176
2013,"E09000028","Southwark","Violence Against the Person",484
2013,"E09000029","Sutton","Burglary",111
2013,"E09000029","Sutton","Criminal Damage",88
2013,"E09000029","Sutton","Drugs",36
2013,"E09000029","Sutton","Fraud or Forgery",0
2013,"E09000029","Sutton","Other Notifiable Offences",11
2013,"E09000029","Sutton","Robbery",17
2013,"E09000029","Sutton","Sexual Offences",0
2013,"E09000029","Sutton","Theft and Handling",478
2013,"E09000029","Sutton","Violence Against the Person",225
2013,"E09000030","Tower Hamlets","Burglary",242
2013,"E09000030","Tower Hamlets","Criminal Damage",162
2013,"E09000030","Tower Hamlets","Drugs",187
2013,"E09000030","Tower Hamlets","Fraud or Forgery",0
2013,"E09000030","Tower Hamlets","Other Notifiable Offences",39
2013,"E09000030","Tower Hamlets","Robbery",95
2013,"E09000030","Tower Hamlets","Sexual Offences",0
2013,"E09000030","Tower Hamlets","Theft and Handling",777
2013,"E09000030","Tower Hamlets","Violence Against the Person",491
2013,"E09000031","Waltham Forest","Burglary",242
2013,"E09000031","Waltham Forest","Criminal Damage",136
2013,"E09000031","Waltham Forest","Drugs",131
2013,"E09000031","Waltham Forest","Fraud or Forgery",0
2013,"E09000031","Waltham Forest","Other Notifiable Offences",29
2013,"E09000031","Waltham Forest","Robbery",89
2013,"E09000031","Waltham Forest","Sexual Offences",0
2013,"E09000031","Waltham Forest","Theft and Handling",823
2013,"E09000031","Waltham Forest","Violence Against the Person",420
2013,"E09000032","Wandsworth","Burglary",244
2013,"E09000032","Wandsworth","Criminal Damage",142
2013,"E09000032","Wandsworth","Drugs",101
2013,"E09000032","Wandsworth","Fraud or Forgery",0
2013,"E09000032","Wandsworth","Other Notifiable Offences",19
2013,"E09000032","Wandsworth","Robbery",79
2013,"E09000032","Wandsworth","Sexual Offences",0
2013,"E09000032","Wandsworth","Theft and Handling",967
2013,"E09000032","Wandsworth","Violence Against the Person",321
2013,"E09000033","Westminster","Burglary",237
2013,"E09000033","Westminster","Criminal Damage",168
2013,"E09000033","Westminster","Drugs",353
2013,"E09000033","Westminster","Fraud or Forgery",0
2013,"E09000033","Westminster","Other Notifiable Offences",44
2013,"E09000033","Westminster","Robbery",171
2013,"E09000033","Westminster","Sexual Offences",0
2013,"E09000033","Westminster","Theft and Handling",2754
2013,"E09000033","Westminster","Violence Against the Person",595
2014,"E09000001","City of London","Burglary",0
2014,"E09000001","City of London","Criminal Damage",1
2014,"E09000001","City of London","Drugs",1
2014,"E09000001","City of London","Other Notifiable Offences",0
2014,"E09000001","City of London","Robbery",0
2014,"E09000001","City of London","Theft and Handling",7
2014,"E09000001","City of London","Violence Against the Person",2
2014,"E09000002","Barking and Dagenham","Burglary",146
2014,"E09000002","Barking and Dagenham","Criminal Damage",129
2014,"E09000002","Barking and Dagenham","Drugs",71
2014,"E09000002","Barking and Dagenham","Fraud or Forgery",0
2014,"E09000002","Barking and Dagenham","Other Notifiable Offences",21
2014,"E09000002","Barking and Dagenham","Robbery",28
2014,"E09000002","Barking and Dagenham","Sexual Offences",0
2014,"E09000002","Barking and Dagenham","Theft and Handling",395
2014,"E09000002","Barking and Dagenham","Violence Against the Person",393
2014,"E09000003","Barnet","Burglary",263
2014,"E09000003","Barnet","Criminal Damage",152
2014,"E09000003","Barnet","Drugs",80
2014,"E09000003","Barnet","Fraud or Forgery",0
2014,"E09000003","Barnet","Other Notifiable Offences",26
2014,"E09000003","Barnet","Robbery",44
2014,"E09000003","Barnet","Sexual Offences",0
2014,"E09000003","Barnet","Theft and Handling",724
2014,"E09000003","Barnet","Violence Against the Person",498
2014,"E09000004","Bexley","Burglary",126
2014,"E09000004","Bexley","Criminal Damage",112
2014,"E09000004","Bexley","Drugs",71
2014,"E09000004","Bexley","Fraud or Forgery",0
2014,"E09000004","Bexley","Other Notifiable Offences",33
2014,"E09000004","Bexley","Robbery",15
2014,"E09000004","Bexley","Sexual Offences",0
2014,"E09000004","Bexley","Theft and Handling",318
2014,"E09000004","Bexley","Violence Against the Person",218
2014,"E09000005","Brent","Burglary",200
2014,"E09000005","Brent","Criminal Damage",187
2014,"E09000005","Brent","Drugs",222
2014,"E09000005","Brent","Fraud or Forgery",0
2014,"E09000005","Brent","Other Notifiable Offences",53
2014,"E09000005","Brent","Robbery",68
2014,"E09000005","Brent","Sexual Offences",0
2014,"E09000005","Brent","Theft and Handling",602
2014,"E09000005","Brent","Violence Against the Person",607
2014,"E09000006","Bromley","Burglary",193
2014,"E09000006","Bromley","Criminal Damage",182
2014,"E09000006","Bromley","Drugs",69
2014,"E09000006","Bromley","Fraud or Forgery",0
2014,"E09000006","Bromley","Other Notifiable Offences",32
2014,"E09000006","Bromley","Robbery",45
2014,"E09000006","Bromley","Sexual Offences",0
2014,"E09000006","Bromley","Theft and Handling",547
2014,"E09000006","Bromley","Violence Against the Person",366
2014,"E09000007","Camden","Burglary",247
2014,"E09000007","Camden","Criminal Damage",108
2014,"E09000007","Camden","Drugs",170
2014,"E09000007","Camden","Fraud or Forgery",0
2014,"E09000007","Camden","Other Notifiable Offences",51
2014,"E09000007","Camden","Robbery",66
2014,"E09000007","Camden","Sexual Offences",0
2014,"E09000007","Camden","Theft and Handling",1108
2014,"E09000007","Camden","Violence Against the Person",432
2014,"E09000008","Croydon","Burglary",251
2014,"E09000008","Croydon","Criminal Damage",200
2014,"E09000008","Croydon","Drugs",147
2014,"E09000008","Croydon","Fraud or Forgery",0
2014,"E09000008","Croydon","Other Notifiable Offences",40
2014,"E09000008","Croydon","Robbery",81
2014,"E09000008","Croydon","Sexual Offences",0
2014,"E09000008","Croydon","Theft and Handling",778
2014,"E09000008","Croydon","Violence Against the Person",664
2014,"E09000009","Ealing","Burglary",217
2014,"E09000009","Ealing","Criminal Damage",156
2014,"E09000009","Ealing","Drugs",154
2014,"E09000009","Ealing","Fraud or Forgery",0
2014,"E09000009","Ealing","Other Notifiable Offences",41
2014,"E09000009","Ealing","Robbery",62
2014,"E09000009","Ealing","Sexual Offences",0
2014,"E09000009","Ealing","Theft and Handling",709
2014,"E09000009","Ealing","Violence Against the Person",569
2014,"E09000010","Enfield","Burglary",255
2014,"E09000010","Enfield","Criminal Damage",156
2014,"E09000010","Enfield","Drugs",99
2014,"E09000010","Enfield","Fraud or Forgery",0
2014,"E09000010","Enfield","Other Notifiable Offences",27
2014,"E09000010","Enfield","Robbery",64
2014,"E09000010","Enfield","Sexual Offences",0
2014,"E09000010","Enfield","Theft and Handling",646
2014,"E09000010","Enfield","Violence Against the Person",436
2014,"E09000011","Greenwich","Burglary",181
2014,"E09000011","Greenwich","Criminal Damage",119
2014,"E09000011","Greenwich","Drugs",127
2014,"E09000011","Greenwich","Fraud or Forgery",0
2014,"E09000011","Greenwich","Other Notifiable Offences",27
2014,"E09000011","Greenwich","Robbery",34
2014,"E09000011","Greenwich","Sexual Offences",0
2014,"E09000011","Greenwich","Theft and Handling",474
2014,"E09000011","Greenwich","Violence Against the Person",540
2014,"E09000012","Hackney","Burglary",229
2014,"E09000012","Hackney","Criminal Damage",141
2014,"E09000012","Hackney","Drugs",104
2014,"E09000012","Hackney","Fraud or Forgery",0
2014,"E09000012","Hackney","Other Notifiable Offences",29
2014,"E09000012","Hackney","Robbery",75
2014,"E09000012","Hackney","Sexual Offences",0
2014,"E09000012","Hackney","Theft and Handling",723
2014,"E09000012","Hackney","Violence Against the Person",565
2014,"E09000013","Hammersmith and Fulham","Burglary",126
2014,"E09000013","Hammersmith and Fulham","Criminal Damage",129
2014,"E09000013","Hammersmith and Fulham","Drugs",98
2014,"E09000013","Hammersmith and Fulham","Fraud or Forgery",0
2014,"E09000013","Hammersmith and Fulham","Other Notifiable Offences",27
2014,"E09000013","Hammersmith and Fulham","Robbery",35
2014,"E09000013","Hammersmith and Fulham","Sexual Offences",0
2014,"E09000013","Hammersmith and Fulham","Theft and Handling",611
2014,"E09000013","Hammersmith and Fulham","Violence Against the Person",399
2014,"E09000014","Haringey","Burglary",243
2014,"E09000014","Haringey","Criminal Damage",176
2014,"E09000014","Haringey","Drugs",107
2014,"E09000014","Haringey","Fraud or Forgery",0
2014,"E09000014","Haringey","Other Notifiable Offences",30
2014,"E09000014","Haringey","Robbery",87
2014,"E09000014","Haringey","Sexual Offences",0
2014,"E09000014","Haringey","Theft and Handling",658
2014,"E09000014","Haringey","Violence Against the Person",404
2014,"E09000015","Harrow","Burglary",157
2014,"E09000015","Harrow","Criminal Damage",101
2014,"E09000015","Harrow","Drugs",76
2014,"E09000015","Harrow","Fraud or Forgery",0
2014,"E09000015","Harrow","Other Notifiable Offences",19
2014,"E09000015","Harrow","Robbery",28
2014,"E09000015","Harrow","Sexual Offences",0
2014,"E09000015","Harrow","Theft and Handling",257
2014,"E09000015","Harrow","Violence Against the Person",298
2014,"E09000016","Havering","Burglary",161
2014,"E09000016","Havering","Criminal Damage",99
2014,"E09000016","Havering","Drugs",64
2014,"E09000016","Havering","Fraud or Forgery",0
2014,"E09000016","Havering","Other Notifiable Offences",30
2014,"E09000016","Havering","Robbery",24
2014,"E09000016","Havering","Sexual Offences",0
2014,"E09000016","Havering","Theft and Handling",438
2014,"E09000016","Havering","Violence Against the Person",270
2014,"E09000017","Hillingdon","Burglary",244
2014,"E09000017","Hillingdon","Criminal Damage",186
2014,"E09000017","Hillingdon","Drugs",75
2014,"E09000017","Hillingdon","Fraud or Forgery",0
2014,"E09000017","Hillingdon","Other Notifiable Offences",85
2014,"E09000017","Hillingdon","Robbery",34
2014,"E09000017","Hillingdon","Sexual Offences",0
2014,"E09000017","Hillingdon","Theft and Handling",621
2014,"E09000017","Hillingdon","Violence Against the Person",565
2014,"E09000018","Hounslow","Burglary",147
2014,"E09000018","Hounslow","Criminal Damage",157
2014,"E09000018","Hounslow","Drugs",131
2014,"E09000018","Hounslow","Fraud or Forgery",0
2014,"E09000018","Hounslow","Other Notifiable Offences",47
2014,"E09000018","Hounslow","Robbery",27
2014,"E09000018","Hounslow","Sexual Offences",0
2014,"E09000018","Hounslow","Theft and Handling",541
2014,"E09000018","Hounslow","Violence Against the Person",441
2014,"E09000019","Islington","Burglary",182
2014,"E09000019","Islington","Criminal Damage",142
2014,"E09000019","Islington","Drugs",83
2014,"E09000019","Islington","Fraud or Forgery",0
2014,"E09000019","Islington","Other Notifiable Offences",32
2014,"E09000019","Islington","Robbery",58
2014,"E09000019","Islington","Sexual Offences",0
2014,"E09000019","Islington","Theft and Handling",911
2014,"E09000019","Islington","Violence Against the Person",539
2014,"E09000020","Kensington and Chelsea","Burglary",128
2014,"E09000020","Kensington and Chelsea","Criminal Damage",86
2014,"E09000020","Kensington and Chelsea","Drugs",41
2014,"E09000020","Kensington and Chelsea","Fraud or Forgery",0
2014,"E09000020","Kensington and Chelsea","Other Notifiable Offences",21
2014,"E09000020","Kensington and Chelsea","Robbery",40
2014,"E09000020","Kensington and Chelsea","Sexual Offences",0
2014,"E09000020","Kensington and Chelsea","Theft and Handling",694
2014,"E09000020","Kensington and Chelsea","Violence Against the Person",295
2014,"E09000021","Kingston upon Thames","Burglary",54
2014,"E09000021","Kingston upon Thames","Criminal Damage",51
2014,"E09000021","Kingston upon Thames","Drugs",58
2014,"E09000021","Kingston upon Thames","Fraud or Forgery",0
2014,"E09000021","Kingston upon Thames","Other Notifiable Offences",5
2014,"E09000021","Kingston upon Thames","Robbery",15
2014,"E09000021","Kingston upon Thames","Sexual Offences",0
2014,"E09000021","Kingston upon Thames","Theft and Handling",266
2014,"E09000021","Kingston upon Thames","Violence Against the Person",174
2014,"E09000022","Lambeth","Burglary",255
2014,"E09000022","Lambeth","Criminal Damage",194
2014,"E09000022","Lambeth","Drugs",247
2014,"E09000022","Lambeth","Fraud or Forgery",0
2014,"E09000022","Lambeth","Other Notifiable Offences",38
2014,"E09000022","Lambeth","Robbery",128
2014,"E09000022","Lambeth","Sexual Offences",0
2014,"E09000022","Lambeth","Theft and Handling",928
2014,"E09000022","Lambeth","Violence Against the Person",721
2014,"E09000023","Lewisham","Burglary",189
2014,"E09000023","Lewisham","Criminal Damage",164
2014,"E09000023","Lewisham","Drugs",87
2014,"E09000023","Lewisham","Fraud or Forgery",0
2014,"E09000023","Lewisham","Other Notifiable Offences",31
2014,"E09000023","Lewisham","Robbery",65
2014,"E09000023","Lewisham","Sexual Offences",0
2014,"E09000023","Lewisham","Theft and Handling",568
2014,"E09000023","Lewisham","Violence Against the Person",514
2014,"E09000024","Merton","Burglary",122
2014,"E09000024","Merton","Criminal Damage",88
2014,"E09000024","Merton","Drugs",41
2014,"E09000024","Merton","Fraud or Forgery",0
2014,"E09000024","Merton","Other Notifiable Offences",18
2014,"E09000024","Merton","Robbery",21
2014,"E09000024","Merton","Sexual Offences",0
2014,"E09000024","Merton","Theft and Handling",319
2014,"E09000024","Merton","Violence Against the Person",222
2014,"E09000025","Newham","Burglary",187
2014,"E09000025","Newham","Criminal Damage",145
2014,"E09000025","Newham","Drugs",143
2014,"E09000025","Newham","Fraud or Forgery",0
2014,"E09000025","Newham","Other Notifiable Offences",55
2014,"E09000025","Newham","Robbery",131
2014,"E09000025","Newham","Sexual Offences",0
2014,"E09000025","Newham","Theft and Handling",782
2014,"E09000025","Newham","Violence Against the Person",616
2014,"E09000026","Redbridge","Burglary",184
2014,"E09000026","Redbridge","Criminal Damage",123
2014,"E09000026","Redbridge","Drugs",113
2014,"E09000026","Redbridge","Fraud or Forgery",0
2014,"E09000026","Redbridge","Other Notifiable Offences",32
2014,"E09000026","Redbridge","Robbery",56
2014,"E09000026","Redbridge","Sexual Offences",0
2014,"E09000026","Redbridge","Theft and Handling",537
2014,"E09000026","Redbridge","Violence Against the Person",416
2014,"E09000027","Richmond upon Thames","Burglary",126
2014,"E09000027","Richmond upon Thames","Criminal Damage",87
2014,"E09000027","Richmond upon Thames","Drugs",26
2014,"E09000027","Richmond upon Thames","Fraud or Forgery",0
2014,"E09000027","Richmond upon Thames","Other Notifiable Offences",15
2014,"E09000027","Richmond upon Thames","Robbery",4
2014,"E09000027","Richmond upon Thames","Sexual Offences",0
2014,"E09000027","Richmond upon Thames","Theft and Handling",281
2014,"E09000027","Richmond upon Thames","Violence Against the Person",198
2014,"E09000028","Southwark","Burglary",183
2014,"E09000028","Southwark","Criminal Damage",186
2014,"E09000028","Southwark","Drugs",181
2014,"E09000028","Southwark","Fraud or Forgery",0
2014,"E09000028","Southwark","Other Notifiable Offences",51
2014,"E09000028","Southwark","Robbery",98
2014,"E09000028","Southwark","Sexual Offences",0
2014,"E09000028","Southwark","Theft and Handling",798
2014,"E09000028","Southwark","Violence Against the Person",543
2014,"E09000029","Sutton","Burglary",96
2014,"E09000029","Sutton","Criminal Damage",91
2014,"E09000029","Sutton","Drugs",30
2014,"E09000029","Sutton","Fraud or Forgery",0
2014,"E09000029","Sutton","Other Notifiable Offences",3
2014,"E09000029","Sutton","Robbery",24
2014,"E09000029","Sutton","Sexual Offences",0
2014,"E09000029","Sutton","Theft and Handling",273
2014,"E09000029","Sutton","Violence Against the Person",253
2014,"E09000030","Tower Hamlets","Burglary",185
2014,"E09000030","Tower Hamlets","Criminal Damage",149
2014,"E09000030","Tower Hamlets","Drugs",163
2014,"E09000030","Tower Hamlets","Fraud or Forgery",0
2014,"E09000030","Tower Hamlets","Other Notifiable Offences",44
2014,"E09000030","Tower Hamlets","Robbery",102
2014,"E09000030","Tower Hamlets","Sexual Offences",0
2014,"E09000030","Tower Hamlets","Theft and Handling",663
2014,"E09000030","Tower Hamlets","Violence Against the Person",622
2014,"E09000031","Waltham Forest","Burglary",192
2014,"E09000031","Waltham Forest","Criminal Damage",137
2014,"E09000031","Waltham Forest","Drugs",95
2014,"E09000031","Waltham Forest","Fraud or Forgery",0
2014,"E09000031","Waltham Forest","Other Notifiable Offences",30
2014,"E09000031","Waltham Forest","Robbery",56
2014,"E09000031","Waltham Forest","Sexual Offences",0
2014,"E09000031","Waltham Forest","Theft and Handling",472
2014,"E09000031","Waltham Forest","Violence Against the Person",544
2014,"E09000032","Wandsworth","Burglary",236
2014,"E09000032","Wandsworth","Criminal Damage",142
2014,"E09000032","Wandsworth","Drugs",48
2014,"E09000032","Wandsworth","Fraud or Forgery",0
2014,"E09000032","Wandsworth","Other Notifiable Offences",27
2014,"E09000032","Wandsworth","Robbery",36
2014,"E09000032","Wandsworth","Sexual Offences",0
2014,"E09000032","Wandsworth","Theft and Handling",724
2014,"E09000032","Wandsworth","Violence Against the Person",394
2014,"E09000033","Westminster","Burglary",301
2014,"E09000033","Westminster","Criminal Damage",150
2014,"E09000033","Westminster","Drugs",203
2014,"E09000033","Westminster","Fraud or Forgery",0
2014,"E09000033","Westminster","Other Notifiable Offences",44
2014,"E09000033","Westminster","Robbery",145
2014,"E09000033","Westminster","Sexual Offences",0
2014,"E09000033","Westminster","Theft and Handling",2194
2014,"E09000033","Westminster","Violence Against the Person",642
2015,"E09000001","City of London","Burglary",0
2015,"E09000001","City of London","Criminal Damage",0
2015,"E09000001","City of London","Drugs",1
2015,"E09000001","City of London","Other Notifiable Offences",0
2015,"E09000001","City of London","Robbery",2
2015,"E09000001","City of London","Theft and Handling",6
2015,"E09000001","City of London","Violence Against the Person",4
2015,"E09000002","Barking and Dagenham","Burglary",126
2015,"E09000002","Barking and Dagenham","Criminal Damage",151
2015,"E09000002","Barking and Dagenham","Drugs",59
2015,"E09000002","Barking and Dagenham","Fraud or Forgery",0
2015,"E09000002","Barking and Dagenham","Other Notifiable Offences",31
2015,"E09000002","Barking and Dagenham","Robbery",58
2015,"E09000002","Barking and Dagenham","Sexual Offences",0
2015,"E09000002","Barking and Dagenham","Theft and Handling",483
2015,"E09000002","Barking and Dagenham","Violence Against the Person",501
2015,"E09000003","Barnet","Burglary",288
2015,"E09000003","Barnet","Criminal Damage",170
2015,"E09000003","Barnet","Drugs",45
2015,"E09000003","Barnet","Fraud or Forgery",0
2015,"E09000003","Barnet","Other Notifiable Offences",25
2015,"E09000003","Barnet","Robbery",37
2015,"E09000003","Barnet","Sexual Offences",0
2015,"E09000003","Barnet","Theft and Handling",694
2015,"E09000003","Barnet","Violence Against the Person",505
2015,"E09000004","Bexley","Burglary",79
2015,"E09000004","Bexley","Criminal Damage",86
2015,"E09000004","Bexley","Drugs",55
2015,"E09000004","Bexley","Fraud or Forgery",0
2015,"E09000004","Bexley","Other Notifiable Offences",18
2015,"E09000004","Bexley","Robbery",17
2015,"E09000004","Bexley","Sexual Offences",0
2015,"E09000004","Bexley","Theft and Handling",350
2015,"E09000004","Bexley","Violence Against the Person",367
2015,"E09000005","Brent","Burglary",187
2015,"E09000005","Brent","Criminal Damage",178
2015,"E09000005","Brent","Drugs",115
2015,"E09000005","Brent","Fraud or Forgery",0
2015,"E09000005","Brent","Other Notifiable Offences",28
2015,"E09000005","Brent","Robbery",77
2015,"E09000005","Brent","Sexual Offences",0
2015,"E09000005","Brent","Theft and Handling",610
2015,"E09000005","Brent","Violence Against the Person",666
2015,"E09000006","Bromley","Burglary",195
2015,"E09000006","Bromley","Criminal Damage",168
2015,"E09000006","Bromley","Drugs",63
2015,"E09000006","Bromley","Fraud or Forgery",0
2015,"E09000006","Bromley","Other Notifiable Offences",22
2015,"E09000006","Bromley","Robbery",22
2015,"E09000006","Bromley","Sexual Offences",0
2015,"E09000006","Bromley","Theft and Handling",571
2015,"E09000006","Bromley","Violence Against the Person",506
2015,"E09000007","Camden","Burglary",257
2015,"E09000007","Camden","Criminal Damage",151
2015,"E09000007","Camden","Drugs",94
2015,"E09000007","Camden","Fraud or Forgery",0
2015,"E09000007","Camden","Other Notifiable Offences",41
2015,"E09000007","Camden","Robbery",96
2015,"E09000007","Camden","Sexual Offences",0
2015,"E09000007","Camden","Theft and Handling",940
2015,"E09000007","Camden","Violence Against the Person",509
2015,"E09000008","Croydon","Burglary",218
2015,"E09000008","Croydon","Criminal Damage",251
2015,"E09000008","Croydon","Drugs",110
2015,"E09000008","Croydon","Fraud or Forgery",0
2015,"E09000008","Croydon","Other Notifiable Offences",43
2015,"E09000008","Croydon","Robbery",53
2015,"E09000008","Croydon","Sexual Offences",0
2015,"E09000008","Croydon","Theft and Handling",747
2015,"E09000008","Croydon","Violence Against the Person",855
2015,"E09000009","Ealing","Burglary",178
2015,"E09000009","Ealing","Criminal Damage",188
2015,"E09000009","Ealing","Drugs",89
2015,"E09000009","Ealing","Fraud or Forgery",0
2015,"E09000009","Ealing","Other Notifiable Offences",36
2015,"E09000009","Ealing","Robbery",54
2015,"E09000009","Ealing","Sexual Offences",0
2015,"E09000009","Ealing","Theft and Handling",764
2015,"E09000009","Ealing","Violence Against the Person",705
2015,"E09000010","Enfield","Burglary",186
2015,"E09000010","Enfield","Criminal Damage",169
2015,"E09000010","Enfield","Drugs",94
2015,"E09000010","Enfield","Fraud or Forgery",0
2015,"E09000010","Enfield","Other Notifiable Offences",30
2015,"E09000010","Enfield","Robbery",70
2015,"E09000010","Enfield","Sexual Offences",0
2015,"E09000010","Enfield","Theft and Handling",660
2015,"E09000010","Enfield","Violence Against the Person",506
2015,"E09000011","Greenwich","Burglary",151
2015,"E09000011","Greenwich","Criminal Damage",195
2015,"E09000011","Greenwich","Drugs",67
2015,"E09000011","Greenwich","Fraud or Forgery",0
2015,"E09000011","Greenwich","Other Notifiable Offences",38
2015,"E09000011","Greenwich","Robbery",49
2015,"E09000011","Greenwich","Sexual Offences",0
2015,"E09000011","Greenwich","Theft and Handling",562
2015,"E09000011","Greenwich","Violence Against the Person",581
2015,"E09000012","Hackney","Burglary",164
2015,"E09000012","Hackney","Criminal Damage",136
2015,"E09000012","Hackney","Drugs",124
2015,"E09000012","Hackney","Fraud or Forgery",0
2015,"E09000012","Hackney","Other Notifiable Offences",40
2015,"E09000012","Hackney","Robbery",96
2015,"E09000012","Hackney","Sexual Offences",0
2015,"E09000012","Hackney","Theft and Handling",860
2015,"E09000012","Hackney","Violence Against the Person",659
2015,"E09000013","Hammersmith and Fulham","Burglary",113
2015,"E09000013","Hammersmith and Fulham","Criminal Damage",100
2015,"E09000013","Hammersmith and Fulham","Drugs",106
2015,"E09000013","Hammersmith and Fulham","Fraud or Forgery",0
2015,"E09000013","Hammersmith and Fulham","Other Notifiable Offences",42
2015,"E09000013","Hammersmith and Fulham","Robbery",31
2015,"E09000013","Hammersmith and Fulham","Sexual Offences",0
2015,"E09000013","Hammersmith and Fulham","Theft and Handling",713
2015,"E09000013","Hammersmith and Fulham","Violence Against the Person",480
2015,"E09000014","Haringey","Burglary",213
2015,"E09000014","Haringey","Criminal Damage",146
2015,"E09000014","Haringey","Drugs",120
2015,"E09000014","Haringey","Fraud or Forgery",0
2015,"E09000014","Haringey","Other Notifiable Offences",30
2015,"E09000014","Haringey","Robbery",138
2015,"E09000014","Haringey","Sexual Offences",0
2015,"E09000014","Haringey","Theft and Handling",810
2015,"E09000014","Haringey","Violence Against the Person",611
2015,"E09000015","Harrow","Burglary",123
2015,"E09000015","Harrow","Criminal Damage",90
2015,"E09000015","Harrow","Drugs",38
2015,"E09000015","Harrow","Fraud or Forgery",0
2015,"E09000015","Harrow","Other Notifiable Offences",9
2015,"E09000015","Harrow","Robbery",23
2015,"E09000015","Harrow","Sexual Offences",0
2015,"E09000015","Harrow","Theft and Handling",385
2015,"E09000015","Harrow","Violence Against the Person",312
2015,"E09000016","Havering","Burglary",127
2015,"E09000016","Havering","Criminal Damage",129
2015,"E09000016","Havering","Drugs",37
2015,"E09000016","Havering","Fraud or Forgery",0
2015,"E09000016","Havering","Other Notifiable Offences",29
2015,"E09000016","Havering","Robbery",29
2015,"E09000016","Havering","Sexual Offences",0
2015,"E09000016","Havering","Theft and Handling",405
2015,"E09000016","Havering","Violence Against the Person",411
2015,"E09000017","Hillingdon","Burglary",185
2015,"E09000017","Hillingdon","Criminal Damage",173
2015,"E09000017","Hillingdon","Drugs",83
2015,"E09000017","Hillingdon","Fraud or Forgery",0
2015,"E09000017","Hillingdon","Other Notifiable Offences",88
2015,"E09000017","Hillingdon","Robbery",18
2015,"E09000017","Hillingdon","Sexual Offences",0
2015,"E09000017","Hillingdon","Theft and Handling",669
2015,"E09000017","Hillingdon","Violence Against the Person",580
2015,"E09000018","Hounslow","Burglary",149
2015,"E09000018","Hounslow","Criminal Damage",175
2015,"E09000018","Hounslow","Drugs",89
2015,"E09000018","Hounslow","Fraud or Forgery",0
2015,"E09000018","Hounslow","Other Notifiable Offences",42
2015,"E09000018","Hounslow","Robbery",30
2015,"E09000018","Hounslow","Sexual Offences",0
2015,"E09000018","Hounslow","Theft and Handling",640
2015,"E09000018","Hounslow","Violence Against the Person",608
2015,"E09000019","Islington","Burglary",204
2015,"E09000019","Islington","Criminal Damage",133
2015,"E09000019","Islington","Drugs",105
2015,"E09000019","Islington","Fraud or Forgery",0
2015,"E09000019","Islington","Other Notifiable Offences",40
2015,"E09000019","Islington","Robbery",76
2015,"E09000019","Islington","Sexual Offences",0
2015,"E09000019","Islington","Theft and Handling",1101
2015,"E09000019","Islington","Violence Against the Person",579
2015,"E09000020","Kensington and Chelsea","Burglary",115
2015,"E09000020","Kensington and Chelsea","Criminal Damage",71
2015,"E09000020","Kensington and Chelsea","Drugs",79
2015,"E09000020","Kensington and Chelsea","Fraud or Forgery",0
2015,"E09000020","Kensington and Chelsea","Other Notifiable Offences",20
2015,"E09000020","Kensington and Chelsea","Robbery",42
2015,"E09000020","Kensington and Chelsea","Sexual Offences",0
2015,"E09000020","Kensington and Chelsea","Theft and Handling",722
2015,"E09000020","Kensington and Chelsea","Violence Against the Person",379
2015,"E09000021","Kingston upon Thames","Burglary",73
2015,"E09000021","Kingston upon Thames","Criminal Damage",92
2015,"E09000021","Kingston upon Thames","Drugs",129
2015,"E09000021","Kingston upon Thames","Fraud or Forgery",0
2015,"E09000021","Kingston upon Thames","Other Notifiable Offences",9
2015,"E09000021","Kingston upon Thames","Robbery",11
2015,"E09000021","Kingston upon Thames","Sexual Offences",0
2015,"E09000021","Kingston upon Thames","Theft and Handling",195
2015,"E09000021","Kingston upon Thames","Violence Against the Person",253
2015,"E09000022","Lambeth","Burglary",193
